2017-05-01 00:00:00 , 1199436
2017-05-02 00:00:00 , 1045515
2017-05-03 00:00:00 , 586111
2017-05-04 00:00:00 , 856601
2017-05-05 00:00:00 , 793775
2017-05-06 00:00:00 , 606535
2017-05-07 00:00:00 , 1112763
2017-05-08 00:00:00 , 1121218
2017-05-09 00:00:00 , 813844
2017-05-10 00:00:00 , 903343
2017-05-11 00:00:00 , 863465
2017-05-12 00:00:00 , 639224
2017-05-13 00:00:00 , 1030389
2017-05-14 00:00:00 , 1132645
2017-05-15 00:00:00 , 1018672
2017-05-16 00:00:00 , 1726870
2017-05-17 00:00:00 , 1378430
2017-05-18 00:00:00 , 532950
2017-05-19 00:00:00 , 828238
2017-05-20 00:00:00 , 823948
2017-05-21 00:00:00 , 592549
2017-05-22 00:00:00 , 939337
2017-05-23 00:00:00 , 862611
2017-05-24 00:00:00 , 551557
2017-05-25 00:00:00 , 878375
2017-05-26 00:00:00 , 784535
2017-05-27 00:00:00 , 613603
2017-05-28 00:00:00 , 1054658
2017-05-29 00:00:00 , 1026401
2017-05-30 00:00:00 , 682284
2017-05-31 00:00:00 , 986644
2017-06-01 00:00:00 , 924769
2017-06-02 00:00:00 , 633489
2017-06-03 00:00:00 , 1044957
2017-06-04 00:00:00 , 1088685
2017-06-05 00:00:00 , 798582
2017-06-06 00:00:00 , 1139786
2017-06-07 00:00:00 , 1066560
2017-06-08 00:00:00 , 754706
2017-06-09 00:00:00 , 1199406
2017-06-10 00:00:00 , 1186341
2017-06-11 00:00:00 , 958210
2017-06-12 00:00:00 , 1564553
2017-06-13 00:00:00 , 1470865
2017-06-14 00:00:00 , 1201275
2017-06-15 00:00:00 , 2418723
2017-06-16 00:00:00 , 2123070
2017-06-17 00:00:00 , 978338
2017-06-18 00:00:00 , 1536623
2017-06-19 00:00:00 , 1420586
2017-06-20 00:00:00 , 966259
2017-06-21 00:00:00 , 1232735
2017-06-22 00:00:00 , 1090762
2017-06-23 00:00:00 , 763828
2017-06-24 00:00:00 , 1153383
2017-06-25 00:00:00 , 1074039
2017-06-26 00:00:00 , 733943
2017-06-27 00:00:00 , 1103070
2017-06-28 00:00:00 , 1123779
2017-06-29 00:00:00 , 752524
2017-06-30 00:00:00 , 1123866
2017-07-01 00:00:00 , 1051964
2017-07-02 00:00:00 , 756827
2017-07-03 00:00:00 , 1109486
2017-07-04 00:00:00 , 1059961
2017-07-05 00:00:00 , 691291
2017-07-06 00:00:00 , 985221
2017-07-07 00:00:00 , 932805
2017-07-08 00:00:00 , 641340
2017-07-09 00:00:00 , 1038572
2017-07-10 00:00:00 , 1037868
2017-07-11 00:00:00 , 732303
2017-07-12 00:00:00 , 962492
2017-07-13 00:00:00 , 875898
2017-07-14 00:00:00 , 1029902
2017-07-15 00:00:00 , 1917268
2017-07-16 00:00:00 , 1662445
2017-07-17 00:00:00 , 791812
2017-07-18 00:00:00 , 1061339
2017-07-19 00:00:00 , 968767
2017-07-20 00:00:00 , 685321
2017-07-21 00:00:00 , 1020324
2017-07-22 00:00:00 , 995864
2017-07-23 00:00:00 , 785353
2017-07-24 00:00:00 , 1192613
2017-07-25 00:00:00 , 1068292
2017-07-26 00:00:00 , 710820
2017-07-27 00:00:00 , 1048429
2017-07-28 00:00:00 , 991163
2017-07-29 00:00:00 , 701672
2017-07-30 00:00:00 , 1239717
2017-07-31 00:00:00 , 1261953
2017-08-01 00:00:00 , 857930
2017-08-02 00:00:00 , 1208488
2017-08-03 00:00:00 , 1165563
2017-08-04 00:00:00 , 821228
2017-08-05 00:00:00 , 1304837
2017-08-06 00:00:00 , 1385061
2017-08-07 00:00:00 , 1143864
2017-08-08 00:00:00 , 1420747
2017-08-09 00:00:00 , 1082965
2017-08-10 00:00:00 , 896817
2017-08-11 00:00:00 , 1309864
2017-08-12 00:00:00 , 1389726
2017-08-13 00:00:00 , 1336787
2017-08-14 00:00:00 , 2426361
2017-08-15 00:00:00 , 1893231
2017-08-16 00:00:00 , 795571
2017-08-17 00:00:00 , 1228308
2017-08-18 00:00:00 , 1171824
2017-08-19 00:00:00 , 832872
2017-08-20 00:00:00 , 1647205
2017-08-21 00:00:00 , 1675743
2017-08-22 00:00:00 , 1269681
2017-08-23 00:00:00 , 1904623
2017-08-24 00:00:00 , 1594601
2017-08-25 00:00:00 , 1162089
2017-08-26 00:00:00 , 1754296
2017-08-27 00:00:00 , 1746942
2017-08-28 00:00:00 , 1325245
2017-08-29 00:00:00 , 1614025
2017-08-30 00:00:00 , 1372725
2017-08-31 00:00:00 , 990184
2017-09-01 00:00:00 , 1492608
2017-09-02 00:00:00 , 1426323
2017-09-03 00:00:00 , 1228686
2017-09-04 00:00:00 , 1735632
2017-09-05 00:00:00 , 1470880
2017-09-06 00:00:00 , 1022235
2017-09-07 00:00:00 , 1466472
2017-09-08 00:00:00 , 1381460
2017-09-09 00:00:00 , 1123100
2017-09-10 00:00:00 , 1908051
2017-09-11 00:00:00 , 1925878
2017-09-12 00:00:00 , 1539409
2017-09-13 00:00:00 , 2566462
2017-09-14 00:00:00 , 2046640
2017-09-15 00:00:00 , 949784
2017-09-16 00:00:00 , 1260130
2017-09-17 00:00:00 , 1025393
2017-09-18 00:00:00 , 795070
2017-09-19 00:00:00 , 1005711
2017-09-20 00:00:00 , 934316
2017-09-21 00:00:00 , 672780
2017-09-22 00:00:00 , 977338
2017-09-23 00:00:00 , 952165
2017-09-24 00:00:00 , 799347
2017-09-25 00:00:00 , 1128242
2017-09-26 00:00:00 , 1004572
2017-09-27 00:00:00 , 722362
2017-09-28 00:00:00 , 1017760
2017-09-29 00:00:00 , 969319
2017-09-30 00:00:00 , 732678
2017-10-01 00:00:00 , 1212104
2017-10-02 00:00:00 , 1190644
2017-10-03 00:00:00 , 845058
2017-10-04 00:00:00 , 1125893
2017-10-05 00:00:00 , 1085597
2017-10-06 00:00:00 , 814176
2017-10-07 00:00:00 , 1241656
2017-10-08 00:00:00 , 1458628
2017-10-09 00:00:00 , 1228912
2017-10-10 00:00:00 , 1489464
2017-10-11 00:00:00 , 1445240
2017-10-12 00:00:00 , 1269546
2017-10-13 00:00:00 , 2209056
2017-10-14 00:00:00 , 1872115
2017-10-15 00:00:00 , 1028471
2017-10-16 00:00:00 , 1434433
2017-10-17 00:00:00 , 1274497
2017-10-18 00:00:00 , 918567
2017-10-19 00:00:00 , 1286976
2017-10-20 00:00:00 , 1211880
2017-10-21 00:00:00 , 977253
2017-10-22 00:00:00 , 1491771
2017-10-23 00:00:00 , 1411582
2017-10-24 00:00:00 , 1016348
2017-10-25 00:00:00 , 1447929
2017-10-26 00:00:00 , 1387572
2017-10-27 00:00:00 , 1057798
2017-10-28 00:00:00 , 1505543
2017-10-29 00:00:00 , 1440709
2017-10-30 00:00:00 , 1134088
2017-10-31 00:00:00 , 1434024
2017-11-01 00:00:00 , 1306378
2017-11-02 00:00:00 , 965258
2017-11-03 00:00:00 , 1316822
2017-11-04 00:00:00 , 985845
2017-11-05 00:00:00 , 931888
2017-11-06 00:00:00 , 1290728
2017-11-07 00:00:00 , 1210535
2017-11-08 00:00:00 , 954986
2017-11-09 00:00:00 , 1363671
2017-11-10 00:00:00 , 1413365
2017-11-11 00:00:00 , 1298822
2017-11-12 00:00:00 , 2328862
2017-11-13 00:00:00 , 1880710
2017-11-14 00:00:00 , 898547
2017-11-15 00:00:00 , 1276048
2017-11-16 00:00:00 , 1206946
2017-11-17 00:00:00 , 906266
2017-11-18 00:00:00 , 1365544
2017-11-19 00:00:00 , 1286705
2017-11-20 00:00:00 , 970724
2017-11-21 00:00:00 , 1308139
2017-11-22 00:00:00 , 1223100
2017-11-23 00:00:00 , 925962
2017-11-24 00:00:00 , 1386423
2017-11-25 00:00:00 , 1319390
2017-11-26 00:00:00 , 995244
2017-11-27 00:00:00 , 1365656
2017-11-28 00:00:00 , 1305871
2017-11-29 00:00:00 , 981010
2017-11-30 00:00:00 , 1425631
2017-12-01 00:00:00 , 1334807
2017-12-02 00:00:00 , 1021410
2017-12-03 00:00:00 , 1763160
2017-12-04 00:00:00 , 1765830
2017-12-05 00:00:00 , 1597298
2017-12-06 00:00:00 , 1627717
2017-12-07 00:00:00 , 1589619
2017-12-08 00:00:00 , 1283460
2017-12-09 00:00:00 , 1907036
2017-12-10 00:00:00 , 1940908
2017-12-11 00:00:00 , 1677208
2017-12-12 00:00:00 , 2984329
2017-12-13 00:00:00 , 2524946
2017-12-14 00:00:00 , 1342763
2017-12-15 00:00:00 , 1904900
2017-12-16 00:00:00 , 1815581
2017-12-17 00:00:00 , 1415851
2017-12-18 00:00:00 , 1826552
2017-12-19 00:00:00 , 1708774
2017-12-20 00:00:00 , 1241392
2017-12-21 00:00:00 , 1737367
2017-12-22 00:00:00 , 1913008
2017-12-23 00:00:00 , 1364683
2017-12-24 00:00:00 , 1478238
2017-12-25 00:00:00 , 1342886
2017-12-26 00:00:00 , 1024933
2017-12-27 00:00:00 , 1430514
2017-12-28 00:00:00 , 1372474
2017-12-29 00:00:00 , 1026572
2017-12-30 00:00:00 , 1417844
2017-12-31 00:00:00 , 1679457
2018-01-01 00:00:00 , 1351801
2018-01-02 00:00:00 , 2023723
2018-01-03 00:00:00 , 1543211
2018-01-04 00:00:00 , 1180192
2018-01-05 00:00:00 , 1673992
2018-01-06 00:00:00 , 1707847
2018-01-07 00:00:00 , 1451361
2018-01-08 00:00:00 , 1998262
2018-01-09 00:00:00 , 2162133
2018-01-10 00:00:00 , 2330069
2018-01-11 00:00:00 , 2995029
2018-01-12 00:00:00 , 2421592
2018-01-13 00:00:00 , 1152460
2018-01-14 00:00:00 , 2203248
2018-01-15 00:00:00 , 2135716
2018-01-16 00:00:00 , 1871435
2018-01-17 00:00:00 , 1764628
2018-01-18 00:00:00 , 1985953
2018-01-19 00:00:00 , 1492338
2018-01-20 00:00:00 , 2209397
2018-01-21 00:00:00 , 2136402
2018-01-22 00:00:00 , 1592552
2018-01-23 00:00:00 , 2035135
2018-01-24 00:00:00 , 1806885
2018-01-25 00:00:00 , 1308255
2018-01-26 00:00:00 , 1875120
2018-01-27 00:00:00 , 1722011
2018-01-28 00:00:00 , 1388952
2018-01-29 00:00:00 , 1918963
2018-01-30 00:00:00 , 1783279
2018-01-31 00:00:00 , 1343029
2018-02-01 00:00:00 , 1930747
2018-02-02 00:00:00 , 1826320
2018-02-03 00:00:00 , 1455626
2018-02-04 00:00:00 , 2294555
2018-02-05 00:00:00 , 2172449
2018-02-06 00:00:00 , 1612939
2018-02-07 00:00:00 , 2117962
2018-02-08 00:00:00 , 2164330
2018-02-09 00:00:00 , 1819026
2018-02-10 00:00:00 , 3242154
2018-02-11 00:00:00 , 2894633
2018-02-12 00:00:00 , 1405753
2018-02-13 00:00:00 , 1842610
2018-02-14 00:00:00 , 1707899
2018-02-15 00:00:00 , 1324588
2018-02-16 00:00:00 , 2090271
2018-02-17 00:00:00 , 2119260
2018-02-18 00:00:00 , 1716590
2018-02-19 00:00:00 , 2398088
2018-02-20 00:00:00 , 2166449
2018-02-21 00:00:00 , 1552313
2018-02-22 00:00:00 , 2175548
2018-02-23 00:00:00 , 2122606
2018-02-24 00:00:00 , 1756394